CHF 환자들의 RRIs에 대한 MCRDE 평균값(index=scale).
1	18.441783467649973
2	18.10367785958003
3	17.95154524474587
4	17.641890855865242
5	17.58699818004577
6	17.44015802623415
7	17.479060592107274
8	17.14365583970909
9	17.03191135474491
10	17.022700690871787
11	16.94232549318305
12	16.772444075837267
13	16.761085443101347
14	16.74551732745106
15	16.735660133659316
16	16.410558654115494
17	16.426175847528558
18	16.428355847864605
19	16.484728025634052
20	16.207121115895575
21	16.382493296173504
22	16.47100772208039
23	16.23782103619342
24	16.036213215761936
25	15.89310144122807
